0.7327,0.7327,0.7327,0.7327,0.7327,0.7327,0.7327,0.7327,0.7327,0.7327
0.7117,0.7117,0.7117,0.7117,0.7117,0.7117,0.7117,0.7117,0.7117,0.7117
0.7265,0.7265,0.7265,0.7265,0.7265,0.7265,0.7265,0.7265,0.7265,0.7265
0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704
0.7298,0.7298,0.7298,0.7298,0.7298,0.7298,0.7298,0.7298,0.7298,0.7298
0.7247,0.7247,0.7247,0.7247,0.7247,0.7247,0.7247,0.7247,0.7247,0.7247
0.7257,0.7257,0.7257,0.7257,0.7257,0.7257,0.7257,0.7257,0.7257,0.7257
0.7227,0.7227,0.7227,0.7227,0.7227,0.7227,0.7227,0.7227,0.7227,0.7227
0.7134,0.7134,0.7134,0.7134,0.7134,0.7134,0.7134,0.7134,0.7134,0.7134
0.7253,0.7253,0.7253,0.7253,0.7253,0.7253,0.7253,0.7253,0.7253,0.7253
0.7229,0.7229,0.7229,0.7229,0.7229,0.7229,0.7229,0.7229,0.7229,0.7229
0.7266,0.7266,0.7266,0.7266,0.7266,0.7266,0.7266,0.7266,0.7266,0.7266
0.7383,0.7383,0.7383,0.7383,0.7383,0.7383,0.7383,0.7383,0.7383,0.7383
0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723,0.723
0.7255,0.7255,0.7255,0.7255,0.7255,0.7255,0.7255,0.7255,0.7255,0.7255
0.7187,0.7187,0.7187,0.7187,0.7187,0.7187,0.7187,0.7187,0.7187,0.7187
0.7214,0.7214,0.7214,0.7214,0.7212,0.7212,0.7212,0.7212,0.7212,0.7212
0.7269,0.7269,0.7269,0.7269,0.7269,0.7269,0.7269,0.7269,0.7269,0.7269
0.7334,0.7334,0.7334,0.7334,0.7334,0.7334,0.7334,0.7334,0.7334,0.7334
0.7302,0.7302,0.7302,0.7302,0.7302,0.7302,0.7302,0.7302,0.7302,0.7302
0.7224,0.7224,0.7224,0.7224,0.7224,0.7224,0.7224,0.7224,0.7224,0.7224
0.7308,0.7308,0.7308,0.7308,0.7308,0.7308,0.7308,0.7308,0.7308,0.7308
0.7292,0.7292,0.7292,0.7292,0.7292,0.7292,0.7292,0.7292,0.7292,0.7292
0.7299,0.7299,0.7299,0.7299,0.7299,0.7299,0.7299,0.7299,0.7299,0.7299
0.7151,0.7151,0.7151,0.7151,0.7151,0.7151,0.7151,0.7151,0.7151,0.7151
0.7217,0.7217,0.7211,0.7211,0.7211,0.7211,0.7211,0.7211,0.7211,0.7211
0.7156,0.7156,0.7156,0.7156,0.7156,0.7156,0.7156,0.7156,0.7156,0.7156
0.7354,0.7354,0.7354,0.7354,0.7354,0.7354,0.7354,0.7354,0.7354,0.7354
0.7247,0.7247,0.7247,0.7247,0.7247,0.7247,0.7247,0.7247,0.7247,0.7247
0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721
0.7239,0.7239,0.7239,0.7239,0.7239,0.7239,0.7239,0.7239,0.7239,0.7239
0.7195,0.7195,0.7195,0.7195,0.7195,0.7195,0.7195,0.7195,0.7195,0.7195
0.7211,0.7211,0.7211,0.7211,0.7211,0.7211,0.7211,0.7211,0.7211,0.7211
0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728
0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731
0.7317,0.7317,0.7317,0.7317,0.7317,0.7317,0.7317,0.7317,0.7317,0.7317
0.7244,0.7244,0.7244,0.7244,0.7244,0.7244,0.7244,0.7244,0.7244,0.7244
0.7308,0.7308,0.7308,0.7308,0.7308,0.7308,0.7308,0.7308,0.7308,0.7308
0.7313,0.7313,0.7313,0.7313,0.7313,0.7313,0.7313,0.7313,0.7313,0.7313
0.7215,0.7215,0.7215,0.7215,0.7215,0.7215,0.7215,0.7215,0.7215,0.7215
0.7224,0.7224,0.7224,0.7224,0.7224,0.7224,0.7224,0.7224,0.7224,0.7224
0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303
0.7319,0.7319,0.7319,0.7319,0.7319,0.7319,0.7319,0.7319,0.7319,0.7319
0.7373,0.7373,0.7373,0.7373,0.7373,0.7373,0.7373,0.7373,0.7373,0.7373
0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721
0.7299,0.7299,0.7299,0.7299,0.7299,0.7299,0.7299,0.7299,0.7299,0.7299
0.7236,0.7236,0.7236,0.7236,0.7236,0.7236,0.7236,0.7236,0.7236,0.7236
0.7177,0.7177,0.7177,0.7177,0.7177,0.7177,0.7177,0.7177,0.7177,0.7179
0.7314,0.7314,0.7314,0.7314,0.7314,0.7314,0.7314,0.7314,0.7314,0.7314
0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724
0.7161,0.7161,0.7161,0.7161,0.7161,0.7161,0.7161,0.7161,0.7161,0.7161
0.7189,0.7189,0.7189,0.7189,0.7189,0.7189,0.7189,0.7189,0.7189,0.7189
0.7199,0.7199,0.7199,0.7199,0.7199,0.7199,0.7199,0.7199,0.7199,0.7199
0.7124,0.7124,0.7124,0.7124,0.7124,0.7124,0.7124,0.7124,0.7124,0.7124
0.7189,0.7189,0.7189,0.7189,0.7189,0.7189,0.7189,0.7189,0.7189,0.7189
0.7259,0.7259,0.7259,0.7259,0.7259,0.7259,0.7259,0.7259,0.7259,0.7259
0.7246,0.7246,0.7246,0.7246,0.7246,0.7246,0.7246,0.7246,0.7246,0.7246
0.7122,0.7122,0.7122,0.7122,0.7122,0.7122,0.7122,0.7122,0.7122,0.7122
0.7321,0.7321,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732
0.7241,0.7241,0.7241,0.7241,0.7241,0.7241,0.7241,0.7241,0.7241,0.7241
0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277
0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277
0.721,0.721,0.721,0.721,0.721,0.721,0.7204,0.7204,0.7204,0.7204
0.7222,0.7222,0.7222,0.7222,0.7222,0.7222,0.7222,0.7222,0.7222,0.7222
0.7331,0.7331,0.7331,0.7331,0.7331,0.7331,0.7331,0.7331,0.7331,0.7331
0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734
0.7253,0.7253,0.7253,0.7253,0.7253,0.7253,0.7253,0.7253,0.7253,0.7253
0.7233,0.7233,0.7233,0.7233,0.7233,0.7233,0.7233,0.7233,0.7233,0.7233
0.7243,0.7243,0.7243,0.7243,0.7243,0.7243,0.7243,0.7243,0.7243,0.7243
0.7188,0.7188,0.7188,0.7188,0.7188,0.7188,0.7188,0.7188,0.7188,0.7188
0.7356,0.7356,0.7356,0.7356,0.7356,0.7356,0.7356,0.7356,0.7356,0.7356
0.7295,0.7295,0.7295,0.7295,0.7295,0.7295,0.7295,0.7295,0.7295,0.7295
0.7201,0.7201,0.7201,0.7201,0.7201,0.7201,0.7201,0.7201,0.7201,0.7201
0.7167,0.7167,0.7173,0.7173,0.7173,0.7173,0.7173,0.7173,0.7173,0.7173
0.7238,0.7238,0.7238,0.7238,0.7238,0.7238,0.7238,0.7238,0.7238,0.7238
0.7329,0.7329,0.7329,0.7329,0.7329,0.7329,0.7329,0.7329,0.7329,0.7329
0.7316,0.7316,0.7316,0.7316,0.7316,0.7316,0.7316,0.7316,0.7316,0.7316
0.7249,0.7249,0.7249,0.7249,0.7249,0.7249,0.7249,0.7249,0.7249,0.7249
0.7218,0.7218,0.7218,0.7218,0.7218,0.7218,0.7218,0.7218,0.7218,0.7218
0.7242,0.7242,0.7242,0.7242,0.7242,0.7242,0.7238,0.7238,0.7238,0.7238
